boost_number,base_price,first_boost_amount,penultimate_boost_amount,last_boost_amount,original_driver_supply,penultimate_driver_supply,last_driver_supply,hour_sin,hour_cos,time_to_ride_start,metro_area_DEN,metro_area_DET,metro_area_DFW,metro_area_LAS,metro_area_LAX,metro_area_MCL,metro_area_MSP,metro_area_NYC,metro_area_PDX,metro_area_SDF,metro_area_SFO,metro_area_STL,metro_area_TPA,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6
1,25.0,0.0,0.0,1.72,295,295,256,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,16.0,0.0,1.78,1.79,200,203,174,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3,12.0,0.0,1.8,1.69,206,200,199,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,12.0,0.0,1.89,1.7,130,123,133,0.258819045102521,-0.9659258262890682,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,16.0,0.0,2.08,1.77,99,104,79,1.2246467991473532e-16,-1.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,35.0,0.0,1.96,1.78,139,171,126,-0.2588190451025208,-0.9659258262890683,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,25.0,0.0,2.78,1.93,176,168,199,-0.4999999999999998,-0.8660254037844388,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,48.5,0.0,1.8,1.71,214,204,217,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,10.0,0.0,0.0,2.01,169,169,123,-0.8660254037844384,-0.5000000000000004,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,25.0,0.0,1.74,1.82,142,161,161,-0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,12.0,0.0,1.68,1.79,224,215,187,-1.0,-1.8369701987210297e-16,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,10.0,0.0,1.59,2.05,159,158,162,-0.9659258262890684,0.2588190451025203,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,48.5,0.0,0.0,0.0,196,196,196,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9,35.0,0.0,3.09,1.91,113,127,139,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8,14.0,0.0,1.91,1.64,147,201,174,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,14.0,0.0,1.58,1.66,257,260,326,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,48.5,0.0,1.55,1.65,720,789,748,0.0,1.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,25.0,0.0,1.62,1.94,201,222,227,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,25.0,0.0,0.0,1.88,123,123,121,0.49999999999999994,0.8660254037844387,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,10.0,0.0,1.56,1.78,267,353,266,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,10.0,0.0,1.86,1.73,124,150,165,0.8660254037844386,0.5000000000000001,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,35.0,0.0,1.81,1.85,197,231,205,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,25.0,0.0,2.14,3.09,119,102,81,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,12.0,0.0,1.76,2.27,201,169,176,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,14.0,0.0,2.13,1.94,105,84,111,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,35.0,0.0,1.98,2.62,119,114,137,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,10.0,0.0,1.97,2.48,96,110,101,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,12.0,0.0,1.67,1.93,106,108,124,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,25.0,0.0,1.58,1.7,287,263,214,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,16.0,0.0,0.0,1.55,341,341,333,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,10.0,0.0,1.65,1.98,100,105,119,-0.4999999999999998,-0.8660254037844388,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,35.0,0.0,1.69,1.82,105,133,143,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,16.0,0.0,0.0,0.0,236,236,236,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,12.0,0.0,0.0,0.0,132,132,132,-0.9659258262890683,-0.25881904510252063,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,48.5,0.0,2.71,1.82,87,104,80,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,14.0,0.0,1.71,1.76,152,150,143,-0.9659258262890684,0.2588190451025203,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48.5,0.0,2.39,2.41,91,82,87,-0.8660254037844386,0.5,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,48.5,0.0,1.72,1.58,198,201,177,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,48.5,0.0,1.55,1.51,697,847,825,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,12.0,0.0,2.85,1.87,143,180,184,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,14.0,0.0,1.77,1.79,97,135,101,0.0,1.0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,12.0,0.0,1.87,1.54,830,639,724,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,48.5,0.0,1.63,1.53,783,682,857,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,10.0,0.0,1.93,1.73,98,94,92,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,48.5,0.0,1.98,1.73,185,165,212,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,10.0,0.0,0.0,1.65,208,208,233,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,35.0,0.0,1.63,1.61,330,287,313,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,48.5,0.0,1.68,1.55,677,707,834,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,16.0,0.0,1.63,1.69,227,215,224,0.8660254037844388,-0.4999999999999998,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,12.0,0.0,1.64,1.7,207,272,236,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7,48.5,0.0,1.78,1.88,168,156,153,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9,12.0,0.0,1.7,1.7,140,145,168,0.258819045102521,-0.9659258262890682,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,48.5,0.0,2.48,2.03,142,163,154,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,16.0,0.0,0.0,1.79,168,168,138,-0.2588190451025208,-0.9659258262890683,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,48.5,0.0,1.87,1.78,176,146,179,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,25.0,0.0,2.04,2.27,168,152,142,-0.7071067811865471,-0.7071067811865479,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,35.0,0.0,1.55,1.84,871,882,867,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,12.0,0.0,1.73,1.68,315,331,316,-0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,35.0,0.0,1.65,1.96,141,168,127,-1.0,-1.8369701987210297e-16,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,12.0,0.0,1.72,1.69,113,97,136,-0.9659258262890684,0.2588190451025203,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,12.0,0.0,1.7,2.02,176,209,175,-0.8660254037844386,0.5,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,25.0,0.0,3.15,1.84,173,158,159,-0.7071067811865477,0.7071067811865474,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,48.5,0.0,1.68,1.95,159,172,194,-0.5000000000000004,0.8660254037844384,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,10.0,0.0,1.83,1.86,83,82,101,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,35.0,0.0,2.5,1.84,94,84,114,0.0,1.0,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,16.0,0.0,1.85,1.66,210,207,219,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10,35.0,0.0,1.66,1.63,296,299,304,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,48.5,0.0,1.57,1.55,875,837,694,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,25.0,0.0,1.68,1.69,168,200,233,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,14.0,0.0,1.54,1.53,700,772,774,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,14.0,0.0,2.99,2.09,108,93,89,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10,25.0,0.0,1.63,1.6,641,759,601,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,48.5,0.0,1.91,1.9,92,94,82,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,25.0,0.0,1.59,1.57,256,326,327,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.0,0.0,0.0,0.0,149,149,149,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,35.0,0.0,1.96,1.84,178,174,193,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,48.5,0.0,0.0,2.17,164,164,180,1.2246467991473532e-16,-1.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,35.0,0.0,1.8,1.87,80,90,85,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10,14.0,0.0,2.05,1.6,202,178,166,-0.4999999999999998,-0.8660254037844388,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,48.5,0.0,0.0,0.0,89,89,89,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,16.0,0.0,1.62,1.81,247,279,268,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7,35.0,0.0,1.77,1.79,157,171,160,-0.9659258262890683,-0.25881904510252063,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,12.0,0.0,1.98,1.71,153,142,177,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,12.0,0.0,0.0,1.63,257,257,238,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,10.0,0.0,0.0,1.76,127,127,151,-0.8660254037844386,0.5,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,48.5,0.0,1.58,1.92,337,348,290,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,10.0,0.0,1.71,2.05,215,223,175,-0.5000000000000004,0.8660254037844384,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,48.5,0.0,1.63,1.72,346,256,303,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,14.0,0.0,1.8,1.72,95,106,91,0.0,1.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,16.0,0.0,2.82,1.78,146,122,110,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,16.0,0.0,1.85,2.32,120,108,118,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,25.0,0.0,0.0,1.83,133,133,153,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.0,0.0,2.2,1.77,101,79,75,0.8660254037844386,0.5000000000000001,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,48.5,0.0,1.57,1.66,672,602,734,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,35.0,0.0,0.0,0.0,249,249,249,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,12.0,0.0,2.15,1.83,166,160,155,0.9659258262890683,-0.25881904510252063,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,35.0,0.0,3.54,2.17,88,83,101,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,12.0,0.0,1.82,2.22,151,150,130,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10,14.0,0.0,1.66,1.83,85,106,111,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9,12.0,0.0,2.06,1.97,78,99,93,0.258819045102521,-0.9659258262890682,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,35.0,0.0,0.0,1.61,118,118,156,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6,35.0,0.0,1.52,1.53,683,889,688,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,16.0,0.0,1.65,2.04,122,136,129,-0.4999999999999998,-0.8660254037844388,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,48.5,0.0,1.7,2.19,121,153,120,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,16.0,0.0,1.79,1.58,206,227,261,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,10.0,0.0,1.84,2.31,154,199,167,-0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,35.0,0.0,0.0,0.0,191,191,191,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,48.5,0.0,0.0,1.93,225,225,283,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4,14.0,0.0,1.69,1.75,151,184,183,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,12.0,0.0,1.81,1.74,127,146,151,-0.7071067811865477,0.7071067811865474,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,10.0,0.0,1.93,2.2,107,108,130,-0.5000000000000004,0.8660254037844384,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,25.0,0.0,1.58,1.78,200,202,161,-0.2588190451025215,0.9659258262890681,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,25.0,0.0,0.0,0.0,157,157,157,0.0,1.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,48.5,0.0,1.6,1.54,824,775,686,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,12.0,0.0,2.15,2.42,156,143,114,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10,12.0,0.0,1.64,2.08,163,132,155,0.7071067811865475,0.7071067811865476,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,48.5,0.0,0.0,0.0,84,84,84,0.8660254037844386,0.5000000000000001,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12.0,0.0,0.0,1.61,145,145,149,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,16.0,0.0,1.96,2.25,183,218,159,1.0,6.123233995736766e-17,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,12.0,0.0,1.77,1.71,245,263,256,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,25.0,0.0,1.93,1.65,155,144,168,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9,12.0,0.0,1.9,1.77,227,196,195,0.7071067811865476,-0.7071067811865475,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,35.0,0.0,1.67,3.25,195,186,159,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,48.5,0.0,1.64,1.67,292,274,233,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9,14.0,0.0,1.61,1.76,158,193,198,1.2246467991473532e-16,-1.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,25.0,0.0,0.0,0.0,149,149,149,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,14.0,0.0,1.55,1.63,896,743,698,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,25.0,0.0,1.62,1.62,619,779,768,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,10.0,0.0,1.68,1.9,205,168,188,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,35.0,0.0,0.0,1.66,241,241,242,-0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,25.0,0.0,1.84,1.68,120,123,148,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,35.0,0.0,1.76,1.74,210,160,167,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,25.0,0.0,0.0,0.0,309,309,309,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,14.0,0.0,1.76,1.75,247,280,311,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,14.0,0.0,0.0,2.5,223,223,224,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,48.5,0.0,1.86,1.77,186,168,167,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,25.0,0.0,1.69,1.8,221,189,184,0.0,1.0,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,25.0,0.0,2.0,1.6,287,216,211,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,16.0,0.0,0.0,1.73,242,242,244,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,35.0,0.0,1.78,1.8,126,141,106,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,35.0,0.0,1.64,1.76,358,316,258,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,35.0,0.0,1.8,2.67,83,101,93,0.9659258262890683,0.25881904510252074,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,35.0,0.0,1.61,1.67,352,277,326,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10.0,0.0,1.55,1.6,278,336,279,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10.0,0.0,2.12,1.74,124,138,135,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12.0,0.0,2.95,1.86,112,102,91,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,25.0,0.0,2.35,1.88,241,188,203,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,25.0,0.0,2.01,1.92,151,121,131,0.258819045102521,-0.9659258262890682,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25.0,0.0,1.66,1.88,237,213,213,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,25.0,0.0,1.75,1.56,310,309,333,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.0,0.0,0.0,0.0,738,738,738,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35.0,0.0,2.38,1.83,76,73,93,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10.0,0.0,2.13,1.6,156,148,162,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14.0,0.0,0.0,0.0,233,233,233,-0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,16.0,0.0,1.98,1.91,160,166,153,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,35.0,0.0,2.47,2.06,133,104,135,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35.0,0.0,1.67,2.14,80,100,98,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,48.5,0.0,1.57,1.58,757,778,668,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35.0,0.0,1.66,1.61,241,193,261,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,14.0,0.0,1.61,2.32,270,291,234,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,14.0,0.0,3.38,2.81,78,73,84,0.0,1.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,10.0,0.0,1.74,2.81,119,118,88,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9,35.0,0.0,1.62,1.78,289,255,283,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
